"index","code","lc","product_name_bg","product_name_de","product_name_el","product_name_en","product_name_es","product_name_fr","product_name_it","product_name_pl","generic_name_de","generic_name_el","generic_name_en","quantity","serving_size","packaging","packaging_tags","brands","brands_tags","brand_owner","categories","categories_tags","labels","labels_tags","countries","countries_tags","stores","stores_tags","obsolete","obsolete_since_date","origins","origins_tags","origin_en","manufacturing_places","manufacturing_places_tags","emb_codes","emb_codes_tags","ingredients_text_bg","ingredients_text_de","ingredients_text_el","ingredients_text_en","ingredients_text_es","ingredients_text_fr","ingredients_text_nl","ingredients_text_pl","allergens","allergens_tags","traces","traces_tags","no_nutrition_data","nutrition_data_per","nutrition_data_prepared_per","energy-kj_value","energy-kj_unit","energy-kj_prepared_value","energy-kj_prepared_unit","energy-kcal_value","energy-kcal_unit","energy-kcal_prepared_value","energy-kcal_prepared_unit","fat_value","fat_unit","fat_prepared_value","fat_prepared_unit","saturated-fat_value","saturated-fat_unit","saturated-fat_prepared_value","saturated-fat_prepared_unit","carbohydrates_value","carbohydrates_unit","carbohydrates_prepared_value","carbohydrates_prepared_unit","sugars_value","sugars_unit","sugars_prepared_value","sugars_prepared_unit","fiber_value","fiber_unit","fiber_prepared_value","fiber_prepared_unit","proteins_value","proteins_unit","proteins_prepared_value","proteins_prepared_unit","salt_value","salt_unit","salt_prepared_value","salt_prepared_unit","sodium_value","sodium_unit","sodium_prepared_value","sodium_prepared_unit","alcohol_value","alcohol_unit","energy_value","energy_unit","energy_prepared_value","energy_prepared_unit","monounsaturated-fat_value","monounsaturated-fat_unit","monounsaturated-fat_prepared_value","monounsaturated-fat_prepared_unit","polyunsaturated-fat_value","polyunsaturated-fat_unit","polyunsaturated-fat_prepared_value","polyunsaturated-fat_prepared_unit","trans-fat_value","trans-fat_unit","cholesterol_value","cholesterol_unit","starch_value","starch_unit","starch_prepared_value","starch_prepared_unit","polyols_value","polyols_unit","soluble-fiber_value","soluble-fiber_unit","insoluble-fiber_value","insoluble-fiber_unit","vitamin-a_value","vitamin-a_unit","vitamin-d_value","vitamin-d_unit","vitamin-k_value","vitamin-k_unit","vitamin-c_value","vitamin-c_unit","vitamin-b1_value","vitamin-b1_unit","vitamin-b2_value","vitamin-b2_unit","vitamin-pp_value","vitamin-pp_unit","vitamin-b6_value","vitamin-b6_unit","vitamin-b9_value","vitamin-b9_unit","folates_value","folates_unit","vitamin-b12_value","vitamin-b12_unit","pantothenic-acid_value","pantothenic-acid_unit","potassium_value","potassium_unit","calcium_value","calcium_unit","phosphorus_value","phosphorus_unit","iron_value","iron_unit","magnesium_value","magnesium_unit","zinc_value","zinc_unit","copper_value","copper_unit","manganese_value","manganese_unit","selenium_value","selenium_unit","iodine_value","iodine_unit","phylloquinone_value","phylloquinone_unit","link","off:food_groups","off:food_groups_tags","off:nova_groups","off:nova_groups_tags","off:nutriscore_grade","off:nutriscore_score","off:ecoscore_grade","off:ecoscore_score","off:ecoscore_data.missing_key_data","off:ecoscore_data.agribalyse.code","off:ecoscore_data.adjustments.origins_of_ingredients.value","off:ecoscore_data.adjustments.packaging.value","off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials","off:ecoscore_data.adjustments.production_system.value","off:ecoscore_data.adjustments.threatened_species.value","sources_fields:org-database-usda:available_date","sources_fields:org-database-usda:fdc_category","sources_fields:org-database-usda:fdc_data_source","sources_fields:org-database-usda:fdc_id","sources_fields:org-database-usda:modified_date","sources_fields:org-database-usda:publication_date","data_sources"
"494","0073410956236","en","null","null","null","Country Sourdough Bread","null","null","null","null","null","null","null","null","1 SLICE (38 g)","null","null","Oroweat","oroweat","Bimbo Bakeries USA, Inc.","Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads","null","null","United States","en:united-states","null","null","0","","null","null","null","null","null","null","null","null","null","null","enriched wheat flour [flour, malted barley flour, reduced iron, niacin, thiamin mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid], water, yeast, soybean oil, natural flavor, cultured wheat flour, salt, wheat gluten, sugar, grain vinegar, soy lecithin, soy, citric acid, whey,","null","null","null","null","Gluten, Milk, Soybeans","en:gluten,en:milk,en:soybeans","null","null","null","100g","100g","","null","","null","263.16","kcal","","null","2.63","g","","null","0","g","","null","47.37","g","","null","0","g","","null","2.63","g","","null","7.89","g","","null","1.0695","g","","null","0.4278","g","","null","","null","263.16","kcal","","null","0","g","","null","2.63","g","","null","0","g","0","mg","","null","","null","","null","","null","","null","","null","","null","","null","","null","1","mg","0.263","mg","4.211","mg","","null","92","µg","","null","","null","","null","92","mg","118","mg","","null","2.89","mg","","null","","null","","null","","null","","null","","null","","null","null","en:bread","en:cereals-and-potatoes,en:bread","4","en:4-ultra-processed-food-and-drink-products","b","1","unknown","","1","null","-5","-15","1","0","","2019-05-13T00:00:00Z","Breads & Buns","LI","682288","2019-05-13T00:00:00Z","2019-12-06T00:00:00Z","Databases, database-usda, App - yuka, Apps, App - InFood"
"495","0041497108282","en","null","null","null","Sourdough loaf","null","null","null","null","null","null","null","null","null","null","null","Weis","weis","null","null","null","No artificial flavors","en:no-artificial-flavors","United States","en:united-states","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","232.1428571429","kcal","","null","0","g","","null","0","g","","null","48.2142857143","g","","null","1.7857142857","g","","null","0","g","","null","8.9285714286","g","","null","1.4285714286","g","","null","0.5714285714","g","","null","","null","232.1428571429","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"496","0208945703493","en","null","null","null","Sourdough bread","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","United States","en:united-states","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","204.0816326531","kcal","","null","0","g","","null","0","g","","null","42.8571428571","g","","null","0","g","","null","2.0408163265","g","","null","8.1632653061","g","","null","1.0714285714","g","","null","0.4285714286","g","","null","","null","204.0816326531","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"497","0073410956014","en","null","null","null","Country Sourdough Bread","null","null","null","null","null","null","null","null","1 SLICE (43 g)","null","null","Brownberry","brownberry","Bimbo Bakeries USA, Inc.","Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads","null","null","United States","en:united-states","null","null","0","","null","null","null","null","null","null","null","null","null","null","Enriched wheat flour [flour, malted barley flour, reduced iron, niacin, thiamin mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid], water, yeast, soybean oil, natural flavor, cultured wheat flour, salt, wheat gluten, sugar, grain vinegar, soy lecithin, soy, citric acid, whey.","null","null","null","null","Gluten, Milk, Soybeans","en:gluten,en:milk,en:soybeans","null","null","null","100g","100g","","null","","null","255.81","kcal","","null","2.33","g","","null","0","g","","null","48.84","g","","null","0","g","","null","2.3","g","","null","6.98","g","","null","1.0633","g","","null","0.42532","g","","null","","null","255.81","kcal","","null","0","g","","null","2.33","g","","null","0","g","0","mg","","null","","null","","null","","null","","null","","null","","null","","null","","null","0","mg","0.233","mg","4.186","mg","","null","93","µg","","null","","null","","null","93","mg","116","mg","","null","2.79","mg","","null","","null","","null","","null","","null","","null","","null","null","en:bread","en:cereals-and-potatoes,en:bread","4","en:4-ultra-processed-food-and-drink-products","b","1","unknown","","1","null","-5","-15","1","0","","2019-04-17T00:00:00Z","Breads & Buns","LI","682354","2019-04-17T00:00:00Z","2019-12-06T00:00:00Z","Databases, database-usda, App - yuka, Apps"
"498","0023933670324","en","null","null","null","sourdough hearth half loaf","null","null","null","null","null","null","null","null","null","null","null","Dierbergs","dierbergs","null","Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads","null","null","United States","en:united-states","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","228.0701754386","kcal","","null","0","g","","null","0","g","","null","50.8771929825","g","","null","0","g","","null","","null","","null","7.0175438596","g","","null","1.6666666667","g","","null","0.6666666667","g","","null","","null","228.0701754386","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","en:bread","en:cereals-and-potatoes,en:bread","","unknown","c","5","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - yuka, Apps"
"499","0605851010019","en","null","null","null","Sliced Sourdough","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","United States","en:united-states","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","303.5714285714","kcal","","null","1.7857142857","g","","null","0","g","","null","58.9285714286","g","","null","0","g","","null","1.7857142857","g","","null","10.7142857143","g","","null","1.6071428571","g","","null","0.6428571429","g","","null","","null","303.5714285714","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"500","0850022829048","en","null","null","null","Sourdough Bread Mix","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","United States","en:united-states","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","293.1034482759","kcal","","null","2.5862068966","g","","null","0","g","","null","62.0689655172","g","","null","1.724137931","g","","null","12.0689655172","g","","null","10.3448275862","g","","null","1.7672413793","g","","null","0.7068965517","g","","null","","null","293.1034482759","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"501","0078742020570","en","null","null","null","Sourdough","null","null","null","null","null","null","null","null","1 SLICE (45 g)","null","null","Great Value","great-value","Wal-Mart Stores, Inc.","Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads","null","null","United States","en:united-states","Walmart","walmart","0","","null","null","null","null","null","null","null","null","null","null","Enriched unbleached flour (wheat flour, malt barley flour, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid), water, sugarcane fiber, yeast, sugar, canola and/or soybean oil, salt, soy lecithin, calcium propionate (a preservative), enzyme, sorbic acid (a preservative), ascorbic acid (dough conditioner).","null","null","null","null","Gluten, Soybeans","en:gluten,en:soybeans","null","null","null","100g","100g","","null","","null","266.6666666667","kcal","","null","4.4444444444","g","","null","0","g","","null","48.8888888889","g","","null","4.4444444444","g","","null","4.4444444444","g","","null","11.1111111111","g","","null","1.2222222222","g","","null","0.4888888889","g","","null","","null","266.6666666667","kcal","","null","0","g","","null","2.22","g","","null","0","g","0","mg","","null","","null","","null","","null","","null","0","IU","","null","","null","0","mg","","null","","null","6.222","mg","","null","","null","","null","","null","","null","84","mg","44","mg","","null","2.4","mg","","null","","null","","null","","null","","null","","null","","null","null","en:bread","en:cereals-and-potatoes,en:bread","4","en:4-ultra-processed-food-and-drink-products","a","-1","unknown","","1","null","-5","-15","1","0","","2018-01-19T00:00:00Z","Breads & Buns","LI","565280","2018-01-19T00:00:00Z","2019-04-01T00:00:00Z","App - waistline, Apps, Databases, database-usda, App - InFood, App - Yuka"
"502","2276522005290","en","null","null","null","Multigrain sourdough","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","United States","en:united-states","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","130","kcal","","null","2.5","g","","null","0","g","","null","23","g","","null","0","g","","null","2","g","","null","5","g","","null","0.525","g","","null","0.21","g","","null","","null","130","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"503","0011110884657","en","null","null","null","Sourdough bread","null","null","null","null","null","null","null","24 oz","null","null","null","Kroger","kroger","null","null","null","null","null","United States","en:united-states","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","266.6666666667","kcal","","null","2.2222222222","g","","null","0","g","","null","51.1111111111","g","","null","2.2222222222","g","","null","2.2222222222","g","","null","8.8888888889","g","","null","1.1666666667","g","","null","0.4666666667","g","","null","","null","266.6666666667","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"504","9332935005197","en","null","null","null","Wholemeal Khorasan Organic Sourdough","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Australia","en:australia","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","231.4285714286","kcal","","null","3.8095238095","g","","null","0.4761904762","g","","null","33.3333333333","g","","null","1.1111111111","g","","null","6.0317460317","g","","null","11.9047619048","g","","null","1.253968254","g","","null","0.5015873016","g","","null","","null","231.4285714286","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"505","4056489462194","en","null","null","null","Lidl deluxe spicy chicken arrabbiata woodfired sourdough pizza","null","null","null","null","null","null","null","null","null","null","null","Lidl","lidl","null","null","null","null","null","Ireland","en:ireland","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","243","kcal","","null","6.4","g","","null","3.6","g","","null","34.7","g","","null","9.6","g","","null","3.4","g","","null","9.9","g","","null","0.9","g","","null","0.36","g","","null","","null","243","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"506","4056489518341","en","null","null","null","Rye Sourdough Biscuits","null","null","null","null","null","null","null","null","null","null","null","Lidl","lidl","null","null","null","null","null","United Kingdom","en:united-kingdom","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","367","kcal","","null","5.4","g","","null","0.6","g","","null","64.4","g","","null","7.7","g","","null","","null","","null","10.2","g","","null","1.37","g","","null","0.548","g","","null","","null","367","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - yuka, Apps"
"507","0099482474553","en","null","null","null","Sourdough Sandwich Bread","null","null","null","null","null","null","null","null","null","null","null","Whole Foods Market","whole-foods-market","null","null","null","null","null","United States","en:united-states","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","250","kcal","","null","2.5","g","","null","0","g","","null","45","g","","null","2.5","g","","null","2.5","g","","null","10","g","","null","1.0625","g","","null","0.425","g","","null","","null","250","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"508","09171316","en","null","null","null","Whole Foods Market Sourdough Bread","null","null","null","null","null","null","null","null","null","null","null","Whole Foods Market","whole-foods-market","null","null","null","null","null","United States","en:united-states","null","null","0","","null","null","null","null","null","null","null","null","null","null","unbleached hard wheat flour (malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, starter (unbleached urd wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid, water), salt. * total price sell by 05.30.21 in-store unit price packed on 05.27.21008:58 $3.5556/lb promotions, discounts, and offers in stores may not be available for online orders. 00% $ packed for whole foods market 3202 w. friendly ave, greensboro, nc 27408 nutrition amt/serving %dv* amt/serving %dv* facts serv.size 2 oz serv/cntnr about 9 calories fat cal. *percant daily val - es are basqd on a vitamin b6 0% 2000 calorie diet. total fat 0.0g sat. fat 0.0g trans fat 0.0g cholest. omg sodium 230mg 0% total carb 18g 0% fiber 1g sugars og 0% protein 3g 6% %7 06 10% • vitamin b12 0% • iron 6% niacin 0% net wt. 1lb 2oz (510g) (01)00248794000008(3904)0040000","null","null","null","null","Gluten","en:gluten","null","null","null","100g","100g","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - InFood, Apps"
"509","0213228206493","en","null","null","null","sourdough bread","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","United States","en:united-states","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","232.1428571429","kcal","","null","0","g","","null","0","g","","null","48.2142857143","g","","null","0","g","","null","1.7857142857","g","","null","7.1428571429","g","","null","1.1607142857","g","","null","0.4642857143","g","","null","","null","232.1428571429","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"510","0057894039173","en","null","null","null","Big Bavarian Multi-grain Sourdough Bread","null","Bog Bavarian Multi-grain sourdough bread","null","null","null","null","null","1.2 kg","null","null","null","Rudolph's","rudolph-s","null","Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads","null","null","Canada","en:canada","Costco","costco","0","","null","null","null","null","null","null","null","null","null","null","UNBLEACHED WHEAT FLOUR, WATER, WHOLE WHEAT FLOUR, SOUR (WATER, DARK RYE FLOUR AND BACTERIAL CULTURE), CRACKED WHOLE WHEAT, WHOLE RYE SEED, COARSE WHOLE RYE GRAIN, FLAX SEED, SUNFLOWER SEED, WHOLE ROLLED OATS, SESAME SEED, YEAST, SALT, WHEY POWDER (MILK), CALCIUM PROPIONATE. ROLLED IN FLAX SUNFLOWER AND SESAME SEEDS.","null","null","null","null","Gluten, Milk, Sesame seeds","en:gluten,en:milk,en:sesame-seeds","null","null","null","100g","100g","","null","","null","253.85","kcal","","null","2.69","g","","null","0.38","g","","null","48.46","g","","null","1.54","g","","null","5.38","g","","null","10.77","g","","null","1.06","g","","null","0.424","g","","null","","null","253.85","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","en:bread","en:cereals-and-potatoes,en:bread","4","en:4-ultra-processed-food-and-drink-products","a","-3","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - yuka, Apps, App - Open Food Facts"
"511","0041220728930","en","null","null","null","Sourdough Bread","null","null","null","null","null","null","null","null","null","null","null","Central Market","central-market","null","null","null","null","null","United States","en:united-states","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","250","kcal","","null","0","g","","null","0","g","","null","51.7857142857","g","","null","0","g","","null","1.7857142857","g","","null","8.9285714286","g","","null","1.4285714286","g","","null","0.5714285714","g","","null","","null","250","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"512","0070038611042","en","null","null","null","English Muffin - Sourdough","null","null","null","null","null","null","null","null","null","null","null","Best Choice","best-choice","null","null","null","null","null","United States","en:united-states","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","228.0701754386","kcal","","null","0.8771929825","g","","null","0","g","","null","47.3684210526","g","","null","1.7543859649","g","","null","1.7543859649","g","","null","8.7719298246","g","","null","1.7543859649","g","","null","0.701754386","g","","null","","null","228.0701754386","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"513","0060383009373","fr","null","null","null","null","null","Sourdough English Muffins","null","null","null","null","null","null","null","null","null","No Name","no-name","null","null","null","null","null","Canada","en:canada","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","230.7692307692","kcal","","null","2.3076923077","g","","null","0.6153846154","g","","null","43.0769230769","g","","null","1.5384615385","g","","null","3.0769230769","g","","null","9.2307692308","g","","null","0.8846153846","g","","null","0.3538461538","g","","null","","null","230.7692307692","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"514","11144940","en","null","null","null","Sourdough Bread","null","null","null","null","null","null","null","null","null","null","null","Whole Foods","whole-foods","null","null","null","null","null","United States","en:united-states","null","null","0","","null","null","null","null","null","null","null","null","null","null","unbleached hard wheat flour (malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, starter (unbleached urd wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid, water), salt. * total price sell by 05.30.21 in-store unit price packed on 05.27.21008:58 13/1m 1 %243.5556/lb 00% $ promotions, discounts, and offers in stores may not be available for online orders. packed for whole foods market 3202 w. friendly ave, greensboro, nc 27408 amt/serving %dv* amt/serving %dv total fat 0.0g nutrition facts *a0% 0% total carb 18g 6% %6%","null","null","null","null","Gluten","en:gluten","null","null","null","100g","100g","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - InFood, Apps"
"515","11283932","en","null","null","null","Whole Foods Sourdough Bread","null","null","null","null","null","null","null","null","null","null","null","Whole Foods","whole-foods","null","null","null","null","null","United States","en:united-states","null","null","0","","null","null","null","null","null","null","null","null","null","null","unbleached hard wheat flour (malted barley flour, niacin, raduced iron, thiamine mononitrate, riboflavin, folic acid), water, starter (unble ach.d urd wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid, water), salt. sell by 05.30.21 in-store unit price packed on *total price 05.27.21008:58 $3.5556/lb 00' $ promotions, discounts, and offers in stores may not be available for online orders. packed for whole foods market 3202 w. friendly ave, greensboro, nc 27408 nutrition facts amt/serving %dv* amt/serving %dv* total fat 0.0g 0% total carb 18g sat. fat 0.0g trans fat 0.0g cholest. omg sodium 230mg b a0% 6% 0% fiber 1g sugars og 0% protein 3g serv.size 2 oz serv/cntnr about 9 calories fat cal. *parcant daily val - ues are based on a vitamin b6 0% 2000 calorie diet. niacin 0% 06 10% vitamin b12 0% • iron 6% net wt. 1lb 2oz (510g) (01)00248794000008(3904)0040000","null","null","null","null","Gluten","en:gluten","null","null","null","100g","100g","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - InFood, Apps"
"516","0815421012507","en","null","null","null","Organic sourdough einkorn crackers","null","Organic Sourdough Einkorn Crackers","null","null","null","null","null","null","18 CRACKERS (30 g)","null","null","Jovial","jovial","JOVIAL","Snacks, Sweet snacks, Biscuits and cakes","en:snacks,en:sweet-snacks,en:biscuits-and-cakes","Organic","en:organic","France, United States","en:france,en:united-states","null","null","0","","null","null","null","null","null","null","null","null","null","null","Organic einkorn flour, organic einkorn sourdough starter (organic einkorn flour, water), organic palm fruit oil, sea salt.","null","null","null","null","Gluten","en:gluten","null","null","null","100g","100g","","null","","null","433","kcal","","null","13.33","g","","null","5","g","","null","66.67","g","","null","0","g","","null","3.3","g","","null","10","g","","null","1917.5","mg","","null","767","mg","","null","","null","433","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","0","IU","","null","","null","0","mg","","null","","null","","null","","null","","null","","null","","null","","null","","null","0","mg","","null","2.4","mg","","null","","null","","null","","null","","null","","null","","null","null","en:biscuits-and-cakes","en:sugary-snacks,en:biscuits-and-cakes","3","en:3-processed-foods","d","14","unknown","","1","null","-5","-15","1","0","","2017-07-14T00:00:00Z","Crackers & Biscotti","LI","537317","2017-07-14T00:00:00Z","2019-04-01T00:00:00Z","App - yuka, Apps, Databases, database-usda"
